copy dev.tpostcode (postcode_1,name,lat,long) from postcode.dat with delimited as ','


"postcode","district","x","y","latitude","longitude"
"HX7","Halifax",399500,427000,53.73,-2.00
"IG1","Ilford",543800,186500,51.55,0.07
"IG10","Ilford",542900,196400,51.64,0.06
"IG11","Ilford",545200,184000,51.53,0.09
"IG2","Ilford",544200,188200,51.57,0.08
"IG3","Ilford",545600,186900,51.56,0.10
"IG4","Ilford",542400,188500,51.57,0.05
"IG5","Ilford",543100,189700,51.58,0.06
"IG6","Ilford",544700,190300,51.59,0.08
"IG7","Ilford",544600,192600,51.61,0.08
"IG8","Ilford",540800,191800,51.60,0.03
"IG9","Ilford",541200,193700,51.62,0.04
"IP1","Ipswich",615300,245600,52.06,1.14
"IP10","Ipswich",624300,240700,52.01,1.27
"IP11","Ipswich",629000,235500,51.97,1.33
"IP12","Ipswich",631000,249200,52.09,1.37
"IP13","Ipswich",627000,259300,52.18,1.32
"IP14","Ipswich",607300,260800,52.20,1.03
"IP15","Ipswich",646000,257100,52.15,1.59
"IP16","Ipswich",645000,262300,52.20,1.58
"IP17","Ipswich",639200,264900,52.23,1.50
"IP18","Ipswich",650200,276600,52.33,1.67
"IP19","Ipswich",638100,277100,52.34,1.49
"IP2","Ipswich",615000,243200,52.04,1.13
"IP20","Ipswich",625900,283900,52.40,1.32
"IP21","Ipswich",620300,279000,52.36,1.23
"IP22","Ipswich",607800,279700,52.37,1.05
"IP23","Ipswich",613000,272200,52.30,1.12
"IP24","Ipswich",587600,283700,52.41,0.75
"IP25","Ipswich",592300,302500,52.58,0.84
"IP26","Ipswich",574900,293100,52.50,0.57
"IP27","Ipswich",575800,284500,52.43,0.58
"IP28","Ipswich",573700,272900,52.32,0.54
"IP29","Ipswich",582000,258300,52.19,0.66
"IP3","Ipswich",618600,243000,52.04,1.18
"IP30","Ipswich",593800,260600,52.20,0.83
"IP31","Ipswich",592900,269600,52.29,0.82
"IP32","Ipswich",585500,265200,52.25,0.71
"IP33","Ipswich",584900,263900,52.24,0.70
"IP4","Ipswich",618000,245000,52.06,1.18
"IP5","Ipswich",622200,245300,52.06,1.24
"IP6","Ipswich",613200,252700,52.13,1.11
"IP7","Ipswich",602100,245300,52.06,0.95
"IP8","Ipswich",611300,244900,52.06,1.08
"IP9","Ipswich",616200,237200,51.99,1.14
"IV1","Inverness",266300,846300,57.48,-4.23
"IV10","Inverness",272900,857000,57.58,-4.12
"IV11","Inverness",278500,867100,57.67,-4.03
"IV12","Inverness",288500,855300,57.57,-3.86
"IV13","Inverness",278900,829800,57.34,-4.01
"IV14","Inverness",247700,857900,57.58,-4.54
"IV15","Inverness",254800,859200,57.59,-4.43
"IV16","Inverness",260600,866200,57.66,-4.33
"IV17","Inverness",265300,870000,57.70,-4.26
"IV18","Inverness",271600,870000,57.70,-4.15
"IV19","Inverness",277500,881300,57.80,-4.06
"IV2","Inverness",268600,844100,57.46,-4.19
"IV20","Inverness",286600,879000,57.78,-3.90
"IV21","Inverness",178500,876500,57.72,-5.72
"IV22","Inverness",191300,877800,57.74,-5.50
"IV23","Inverness",221000,879900,57.77,-5.01
"IV24","Inverness",260400,891500,57.89,-4.35
"IV25","Inverness",278900,890900,57.89,-4.04
"IV26","Inverness",212100,896200,57.91,-5.17
"IV27","Inverness",235800,935400,58.27,-4.80
"IV28","Inverness",272600,904900,58.01,-4.15
"IV3","Inverness",265400,845200,57.47,-4.24
"IV30","Inverness",320800,863500,57.65,-3.32
"IV31","Inverness",323200,870400,57.71,-3.28
"IV32","Inverness",333700,860700,57.63,-3.11
"IV36","Inverness",304200,859000,57.61,-3.60
"IV4","Inverness",248000,842600,57.44,-4.53
"IV40","Inverness",180000,826300,57.27,-5.65
"IV41","Inverness",174800,826500,57.27,-5.73
"IV42","Inverness",169000,823000,57.23,-5.82
"IV43","Inverness",169600,813600,57.15,-5.81
"IV44","Inverness",165500,809300,57.11,-5.87
"IV45","Inverness",163300,804100,57.06,-5.90
"IV46","Inverness",158800,809600,57.11,-5.98
"IV47","Inverness",138400,831000,57.29,-6.34
"IV48","Inverness",153300,831900,57.31,-6.09
"IV49","Inverness",161800,822100,57.22,-5.94
"IV5","Inverness",255400,844500,57.46,-4.41
"IV51","Inverness",145500,851300,57.48,-6.24
"IV52","Inverness",180300,833300,57.33,-5.65
"IV53","Inverness",186200,833800,57.34,-5.55
"IV54","Inverness",183000,843600,57.43,-5.61
"IV55","Inverness",123500,850300,57.45,-6.61
"IV56","Inverness",133800,839300,57.36,-6.42
"IV6","Inverness",252900,851100,57.52,-4.45
"IV63","Inverness",249200,828500,57.32,-4.50
"IV7","Inverness",257500,857400,57.58,-4.38
"IV8","Inverness",264500,853800,57.55,-4.26
"IV9","Inverness",269800,855300,57.56,-4.17
"KA1","Kilmarnock",242800,636400,55.59,-4.49
"KA10","Kilmarnock",233000,631600,55.54,-4.64
"KA11","Kilmarnock",234700,639100,55.61,-4.62
"KA12","Kilmarnock",232300,639400,55.61,-4.66
"KA13","Kilmarnock",230200,643500,55.65,-4.69
"KA14","Kilmarnock",232300,652900,55.74,-4.67
"KA15","Kilmarnock",235200,653700,55.74,-4.62
"KA16","Kilmarnock",253200,637300,55.60,-4.33
"KA17","Kilmarnock",256300,637600,55.61,-4.28
"KA18","Kilmarnock",258400,619700,55.45,-4.23
"KA19","Kilmarnock",230900,609000,55.34,-4.66
"KA2","Kilmarnock",238500,636600,55.59,-4.56
"KA20","Kilmarnock",226900,642100,55.64,-4.75
"KA21","Kilmarnock",224900,642200,55.64,-4.78
"KA22","Kilmarnock",223400,643200,55.65,-4.80
"KA23","Kilmarnock",220600,647900,55.69,-4.85
"KA24","Kilmarnock",229500,649600,55.71,-4.71
"KA25","Kilmarnock",231300,654300,55.75,-4.68
"KA26","Kilmarnock",219800,595300,55.21,-4.83
"KA27","Kilmarnock",199900,631800,55.53,-5.17
"KA28","Kilmarnock",216600,655100,55.75,-4.92
"KA29","Kilmarnock",221000,655200,55.75,-4.85
"KA3","Kilmarnock",243000,641800,55.64,-4.49
"KA30","Kilmarnock",220600,659700,55.79,-4.86
"KA4","Kilmarnock",249900,636500,55.59,-4.38
"KA5","Kilmarnock",249300,626600,55.51,-4.38
"KA6","Kilmarnock",241500,616400,55.41,-4.50
"KA7","Kilmarnock",233800,620200,55.44,-4.62
"KA8","Kilmarnock",234900,622800,55.47,-4.61
"KA9","Kilmarnock",235500,625700,55.49,-4.60
"KT1","Kingston Upon Thames",518500,169000,51.40,-0.29
"KT10","Kingston Upon Thames",514600,164500,51.36,-0.35
"KT11","Kingston Upon Thames",511300,160000,51.32,-0.40
"KT12","Kingston Upon Thames",510900,165500,51.37,-0.40
"KT13","Kingston Upon Thames",508000,164400,51.36,-0.44
"KT14","Kingston Upon Thames",505500,161100,51.33,-0.48
"KT15","Kingston Upon Thames",504800,163800,51.36,-0.49
"KT16","Kingston Upon Thames",503400,166000,51.38,-0.51
"KT17","Kingston Upon Thames",522000,161700,51.34,-0.24
"KT18","Kingston Upon Thames",521100,159000,51.31,-0.26
"KT19","Kingston Upon Thames",520600,162800,51.35,-0.26
"KT2","Kingston Upon Thames",519000,170000,51.41,-0.28
"KT20","Kingston Upon Thames",523400,155600,51.28,-0.23
"KT21","Kingston Upon Thames",518400,158300,51.31,-0.30
"KT22","Kingston Upon Thames",515900,157100,51.30,-0.33
"KT23","Kingston Upon Thames",513700,154900,51.28,-0.37
"KT24","Kingston Upon Thames",509600,153400,51.26,-0.42
"KT3","Kingston Upon Thames",521300,168200,51.39,-0.25
"KT4","Kingston Upon Thames",522300,165800,51.37,-0.24
"KT5","Kingston Upon Thames",519200,167300,51.39,-0.28
"KT6","Kingston Upon Thames",518300,167000,51.38,-0.29
"KT7","Kingston Upon Thames",516400,167000,51.38,-0.32
"KT8","Kingston Upon Thames",513900,168200,51.40,-0.36
"KT9","Kingston Upon Thames",518200,164200,51.36,-0.30
"KW1","Orkney",334600,952700,58.45,-3.12
"KW10","Orkney",283200,900100,57.97,-3.97
"KW11","Orkney",275200,937100,58.30,-4.13
"KW12","Orkney",313100,958500,58.50,-3.49
"KW13","Orkney",289400,953400,58.45,-3.89
"KW14","Orkney",309600,967800,58.58,-3.55
"KW15","Orkney",344900,1010700,58.98,-2.95
"KW16","Orkney",326800,1008700,58.96,-3.27
"KW17","Orkney",342500,1017600,59.04,-3.00
"KW2","Orkney",331900,940600,58.34,-3.16
"KW3","Orkney",325100,936100,58.30,-3.27
"KW5","Orkney",319000,934000,58.28,-3.38
"KW6","Orkney",315400,929800,58.24,-3.44
"KW7","Orkney",311800,922900,58.18,-3.50
"KW8","Orkney",302000,915300,58.11,-3.66
"KW9","Orkney",290300,904200,58.01,-3.85
"KY1","Kirkcaldy",329300,693400,56.12,-3.13
"KY10","Kirkcaldy",356600,704400,56.23,-2.70
"KY11","Kirkcaldy",311900,684700,56.04,-3.41
"KY12","Kirkcaldy",307100,688100,56.07,-3.49
"KY13","Kirkcaldy",311200,702700,56.20,-3.43
"KY14","Kirkcaldy",323300,713800,56.31,-3.23
"KY15","Kirkcaldy",335000,712500,56.30,-3.05
"KY16","Kirkcaldy",349400,716900,56.34,-2.81
"KY2","Kirkcaldy",326500,692800,56.12,-3.18
"KY3","Kirkcaldy",323400,686300,56.06,-3.23
"KY4","Kirkcaldy",315400,692100,56.11,-3.36
"KY5","Kirkcaldy",319600,695500,56.14,-3.29
"KY6","Kirkcaldy",325700,701100,56.19,-3.19
"KY7","Kirkcaldy",328400,701100,56.19,-3.15
"KY8","Kirkcaldy",337300,701000,56.19,-3.01
"KY9","Kirkcaldy",348300,702200,56.21,-2.83
"L1","Liverpool",334900,390000,53.40,-2.97
"L10","Liverpool",338500,397900,53.47,-2.92
"L11","Liverpool",339300,395000,53.44,-2.91
"L12","Liverpool",340600,393500,53.43,-2.89
"L13","Liverpool",338900,391600,53.41,-2.91
"L14","Liverpool",341600,391700,53.41,-2.87
"L15","Liverpool",338900,389400,53.39,-2.91
"L16","Liverpool",341000,389500,53.39,-2.88
"L17","Liverpool",337500,387200,53.37,-2.94
"L18","Liverpool",339700,387500,53.38,-2.90
"L19","Liverpool",340000,385100,53.35,-2.90
"L2","Liverpool",334300,390500,53.40,-2.98
"L20","Liverpool",334400,395600,53.45,-2.98
"L21","Liverpool",333700,397600,53.47,-2.99
"L22","Liverpool",331900,398300,53.47,-3.02
"L23","Liverpool",332200,399900,53.49,-3.02
"L24","Liverpool",344300,383300,53.34,-2.83
"L25","Liverpool",342600,387200,53.37,-2.86
"L26","Liverpool",344600,385600,53.36,-2.83
"L27","Liverpool",344300,388200,53.38,-2.83
"L28","Liverpool",342600,393500,53.43,-2.86
"L29","Liverpool",334800,401600,53.50,-2.98
"L3","Liverpool",334600,390700,53.40,-2.98
"L30","Liverpool",335600,399100,53.48,-2.97
"L31","Liverpool",337900,402300,53.51,-2.93
"L32","Liverpool",341000,398300,53.47,-2.88
"L33","Liverpool",341900,399600,53.48,-2.87
"L34","Liverpool",345900,393600,53.43,-2.81
"L35","Liverpool",348000,391200,53.41,-2.78
"L36","Liverpool",344200,391200,53.41,-2.84
"L37","Liverpool",329600,407300,53.55,-3.06
"L38","Liverpool",330400,403600,53.52,-3.05
"L39","Liverpool",340700,407600,53.56,-2.89
"L4","Liverpool",336200,393900,53.43,-2.96
"L40","Liverpool",344400,412100,53.60,-2.84
"L5","Liverpool",335200,392500,53.42,-2.97
"L6","Liverpool",336900,391800,53.41,-2.95
"L69","Liverpool",335300,390500,53.40,-2.97
"L7","Liverpool",337000,390300,53.40,-2.94
"L70","Liverpool",335500,390700,53.40,-2.97
"L8","Liverpool",336000,388600,53.39,-2.96
"L9","Liverpool",336800,396500,53.46,-2.95
"LA1","Lancaster",347700,461500,54.04,-2.79
"LA10","Lancaster",367900,491100,54.31,-2.49
"LA11","Lancaster",339700,478700,54.20,-2.92
"LA12","Lancaster",329400,479200,54.20,-3.08
"LA13","Lancaster",321700,469800,54.11,-3.19
"LA14","Lancaster",319600,469900,54.11,-3.23
"LA15","Lancaster",323100,474000,54.15,-3.17
"LA16","Lancaster",321600,477400,54.18,-3.20
"LA17","Lancaster",323400,483200,54.23,-3.17
"LA18","Lancaster",316900,480700,54.21,-3.27
"LA19","Lancaster",310500,489500,54.29,-3.37
"LA2","Lancaster",355900,463500,54.06,-2.67
"LA20","Lancaster",321600,489400,54.29,-3.20
"LA21","Lancaster",330300,497100,54.36,-3.07
"LA22","Lancaster",336000,503500,54.42,-2.98
"LA23","Lancaster",340800,497700,54.37,-2.91
"LA3","Lancaster",342600,462000,54.05,-2.87
"LA4","Lancaster",344300,464100,54.07,-2.85
"LA5","Lancaster",348400,472200,54.14,-2.79
"LA6","Lancaster",360100,475700,54.17,-2.61
"LA7","Lancaster",349700,481400,54.22,-2.77
"LA8","Lancaster",350600,492300,54.32,-2.75
"LA9","Lancaster",351700,492500,54.32,-2.74
"LD1","Llandrindod Wells",306800,263400,52.26,-3.36
"LD2","Llandrindod Wells",304700,250200,52.14,-3.39
"LD3","Llandrindod Wells",305800,230000,51.96,-3.37
"LD4","Llandrindod Wells",293600,247800,52.11,-3.55
"LD5","Llandrindod Wells",289400,248900,52.12,-3.61
"LD6","Llandrindod Wells",297200,269000,52.30,-3.50
"LD7","Llandrindod Wells",326100,273300,52.35,-3.08
"LD8","Llandrindod Wells",328800,263800,52.26,-3.04
"LE1","Leicester",459000,304400,52.63,-1.12
"LE10","Leicester",442900,293400,52.53,-1.36
"LE11","Leicester",452900,319400,52.76,-1.21
"LE12","Leicester",454500,319100,52.76,-1.19
"LE13","Leicester",475200,319300,52.76,-0.88
"LE14","Leicester",474500,321300,52.78,-0.89
"LE15","Leicester",487900,307300,52.65,-0.70
"LE16","Leicester",475200,288200,52.48,-0.89
"LE17","Leicester",455900,285800,52.46,-1.17
"LE18","Leicester",460200,298800,52.58,-1.11
"LE2","Leicester",459900,301700,52.60,-1.11
"LE3","Leicester",455500,303800,52.62,-1.18
"LE4","Leicester",459300,307700,52.66,-1.12
"LE5","Leicester",461900,304700,52.63,-1.08
"LE6","Leicester",451300,307500,52.66,-1.24
"LE65","Leicester",435900,316900,52.74,-1.46
"LE67","Leicester",443200,313400,52.71,-1.36
"LE7","Leicester",463000,309300,52.67,-1.06
"LE8","Leicester",461200,295400,52.55,-1.09
"LE9","Leicester",448300,297200,52.57,-1.28
"LL11","Llandudno",330700,352300,53.06,-3.03
"LL12","Llandudno",333800,354800,53.08,-2.98
"LL13","Llandudno",335700,349200,53.03,-2.96
"LL14","Llandudno",329500,344400,52.99,-3.05
"LL15","Llandudno",312000,357000,53.10,-3.31
"LL16","Llandudno",304300,366300,53.18,-3.43
"LL17","Llandudno",304300,373900,53.25,-3.43
"LL18","Llandudno",301700,380300,53.31,-3.47
"LL19","Llandudno",306200,382500,53.33,-3.40
"LL20","Llandudno",322100,340900,52.95,-3.15
"LL21","Llandudno",305400,344600,52.99,-3.40
"LL22","Llandudno",293800,375800,53.26,-3.59
"LL23","Llandudno",292400,335400,52.90,-3.60
"LL24","Llandudno",280400,352600,53.05,-3.78
"LL25","Llandudno",274100,352500,53.05,-3.87
"LL26","Llandudno",280600,361700,53.13,-3.78
"LL27","Llandudno",278100,362700,53.14,-3.82
"LL28","Llandudno",282700,378200,53.28,-3.76
"LL29","Llandudno",286200,378300,53.28,-3.70
"LL30","Llandudno",279100,381700,53.31,-3.81
"LL31","Llandudno",279400,378600,53.29,-3.81
"LL32","Llandudno",277300,375300,53.26,-3.83
"LL33","Llandudno",267900,374400,53.25,-3.98
"LL34","Llandudno",272500,376600,53.27,-3.91
"LL35","Llandudno",261600,296300,52.54,-4.04
"LL36","Llandudno",260300,302700,52.60,-4.06
"LL37","Llandudno",259200,309600,52.66,-4.08
"LL38","Llandudno",262200,313100,52.69,-4.03
"LL39","Llandudno",264200,314500,52.71,-4.01
"LL40","Llandudno",273500,319300,52.75,-3.87
"LL41","Llandudno",269900,343100,52.96,-3.93
"LL42","Llandudno",261300,316200,52.72,-4.05
"LL43","Llandudno",258900,321700,52.77,-4.09
"LL44","Llandudno",258700,323600,52.79,-4.09
"LL45","Llandudno",258800,326800,52.82,-4.09
"LL46","Llandudno",258200,330700,52.85,-4.10
"LL47","Llandudno",261300,335800,52.90,-4.06
"LL48","Llandudno",260900,339600,52.93,-4.07
"LL49","Llandudno",256300,339000,52.92,-4.13
"LL51","Llandudno",249800,344200,52.97,-4.23
"LL52","Llandudno",249400,338700,52.92,-4.24
"LL53","Llandudno",232400,334800,52.88,-4.49
"LL54","Llandudno",246900,353700,53.05,-4.28
"LL55","Llandudno",252600,361900,53.13,-4.20
"LL56","Llandudno",253100,367800,53.18,-4.19
"LL57","Llandudno",259100,369900,53.20,-4.11
"LL58","Llandudno",260100,378000,53.28,-4.09
"LL59","Llandudno",255900,373000,53.23,-4.15
"LL60","Llandudno",248500,371100,53.21,-4.27
"LL61","Llandudno",248900,368900,53.19,-4.26
"LL62","Llandudno",240700,370800,53.21,-4.38
"LL63","Llandudno",235100,371900,53.21,-4.47
"LL64","Llandudno",232000,373100,53.22,-4.51
"LL65","Llandudno",228800,381300,53.30,-4.56
"LL66","Llandudno",240100,389800,53.38,-4.40
"LL67","Llandudno",236800,393300,53.41,-4.45
"LL68","Llandudno",242000,391700,53.39,-4.37
"LL69","Llandudno",245800,390200,53.38,-4.31
"LL70","Llandudno",247800,387700,53.36,-4.28
"LL71","Llandudno",242300,383800,53.32,-4.36
"LL72","Llandudno",250900,386000,53.35,-4.24
"LL73","Llandudno",250600,384400,53.33,-4.24
"LL74","Llandudno",251300,382300,53.31,-4.23
"LL75","Llandudno",252100,378600,53.28,-4.21
"LL76","Llandudno",250900,380500,53.30,-4.23
"LL77","Llandudno",245900,376200,53.26,-4.31
"LL78","Llandudno",249300,382400,53.31,-4.26
"LN1","Lincoln",494300,374500,53.25,-0.58
"LN10","Lincoln",519200,363900,53.15,-0.21
"LN11","Lincoln",534700,388200,53.37,0.02
"LN12","Lincoln",550900,383800,53.32,0.26
"LN13","Lincoln",545700,376500,53.26,0.18
"LN2","Lincoln",499500,374100,53.25,-0.50
"LN3","Lincoln",505500,373000,53.24,-0.41
"LN4","Lincoln",508000,362700,53.15,-0.38
"LN5","Lincoln",496500,364800,53.17,-0.55
"LN6","Lincoln",493900,368300,53.20,-0.59
"LN7","Lincoln",509900,400800,53.49,-0.34
"LN8","Lincoln",511500,387600,53.37,-0.32
"LN9","Lincoln",526100,370600,53.21,-0.11
"LS1","Leeds",429800,433500,53.79,-1.54
"LS10","Leeds",430900,429600,53.76,-1.53
"LS11","Leeds",429300,431200,53.77,-1.55
"LS12","Leeds",426600,432800,53.79,-1.59
"LS13","Leeds",424100,435000,53.81,-1.63
"LS14","Leeds",435800,437000,53.82,-1.45
"LS15","Leeds",436600,434600,53.80,-1.44
"LS16","Leeds",426200,439500,53.85,-1.60
"LS17","Leeds",431100,440500,53.85,-1.52
"LS18","Leeds",423600,438300,53.84,-1.64
"LS19","Leeds",420900,440400,53.86,-1.68
"LS2","Leeds",429900,434000,53.80,-1.54
"LS20","Leeds",418900,442000,53.87,-1.71
"LS21","Leeds",421100,446200,53.91,-1.67
"LS22","Leeds",439800,448600,53.93,-1.39
"LS23","Leeds",442400,445500,53.90,-1.35
"LS24","Leeds",449200,441800,53.87,-1.25
"LS25","Leeds",444100,432400,53.78,-1.33
"LS26","Leeds",436400,428600,53.75,-1.44
"LS27","Leeds",426200,428100,53.74,-1.60
"LS28","Leeds",421800,434000,53.80,-1.66
"LS29","Leeds",412900,447200,53.92,-1.80
"LS3","Leeds",429000,434000,53.80,-1.56
"LS4","Leeds",427600,434900,53.80,-1.58
"LS5","Leeds",426200,435900,53.81,-1.60
"LS6","Leeds",428500,436000,53.82,-1.56
"LS7","Leeds",430300,435900,53.81,-1.53
"LS8","Leeds",432300,436600,53.82,-1.50
"LS9","Leeds",432400,433800,53.79,-1.50
"LU1","Luton",508500,220800,51.87,-0.42
"LU2","Luton",510400,222700,51.89,-0.39
"LU3","Luton",507100,224500,51.90,-0.44
"LU4","Luton",505500,223400,51.89,-0.46
"LU5","Luton",502300,224400,51.90,-0.51
"LU6","Luton",500800,220900,51.87,-0.53
"LU7","Luton",491900,224300,51.90,-0.66
"M1","Manchester",384400,397900,53.47,-2.23
"M11","Manchester",388100,398000,53.47,-2.18
"M12","Manchester",386600,396500,53.46,-2.20
"M13","Manchester",385800,396000,53.46,-2.21
"M14","Manchester",385100,394600,53.44,-2.22
"M15","Manchester",383400,396600,53.46,-2.25
"M16","Manchester",382500,395400,53.45,-2.26
"M17","Manchester",378900,397000,53.46,-2.31
"M18","Manchester",388800,396100,53.46,-2.16
"M19","Manchester",387100,393400,53.43,-2.19
"M2","Manchester",383900,398200,53.48,-2.24
"M20","Manchester",384700,392100,53.42,-2.23
"M21","Manchester",382000,393500,53.43,-2.27
"M22","Manchester",382800,387700,53.38,-2.25
"M23","Manchester",380900,389200,53.39,-2.28
"M24","Manchester",387000,406100,53.55,-2.19
"M25","Manchester",381800,403600,53.52,-2.27
"M26","Manchester",377900,407300,53.56,-2.33
"M27","Manchester",377700,401800,53.51,-2.33
"M28","Manchester",373700,402100,53.51,-2.39
"M29","Manchester",369700,401400,53.50,-2.45
"M3","Manchester",383400,398600,53.48,-2.25
"M30","Manchester",376500,398700,53.48,-2.35
"M31","Manchester",372000,391500,53.41,-2.42
"M32","Manchester",379500,394900,53.45,-2.30
"M33","Manchester",378400,391600,53.42,-2.32
"M34","Manchester",392200,395500,53.45,-2.11
"M35","Manchester",389900,401200,53.50,-2.15
"M38","Manchester",372100,404000,53.53,-2.42
"M4","Manchester",384800,398700,53.48,-2.22
"M40","Manchester",387400,400800,53.50,-2.19
"M41","Manchester",375900,395000,53.45,-2.36
"M43","Manchester",390200,398600,53.48,-2.14
"M44","Manchester",371700,393900,53.44,-2.42
"M45","Manchester",380900,405700,53.54,-2.28
"M46","Manchester",367500,403400,53.52,-2.49
"M5","Manchester",381100,398100,53.47,-2.28
"M6","Manchester",380300,399500,53.49,-2.29
"M60","Manchester",384900,398900,53.48,-2.22
"M7","Manchester",382700,401000,53.50,-2.26
"M8","Manchester",384200,401400,53.50,-2.23
"M9","Manchester",385900,402800,53.52,-2.21
"M90","Manchester",381600,385200,53.36,-2.27
"ME1","Medway",574000,166700,51.37,0.50
"ME10","Medway",590600,164000,51.34,0.73
"ME11","Medway",591100,171800,51.41,0.74
"ME12","Medway",595000,173100,51.42,0.80
"ME13","Medway",601900,160000,51.30,0.89
"ME14","Medway",577200,156600,51.28,0.54
"ME15","Medway",576800,153700,51.25,0.53
"ME16","Medway",574300,155800,51.27,0.50
"ME17","Medway",582200,151700,51.23,0.61
"ME18","Medway",569100,152300,51.24,0.42
"ME19","Medway",568100,157700,51.29,0.41
"ME2","Medway",572900,168800,51.39,0.48
"ME20","Medway",571400,159100,51.30,0.46
"ME3","Medway",577000,173600,51.43,0.54
"ME4","Medway",576100,167700,51.38,0.53
"ME5","Medway",576400,164200,51.34,0.53
"ME6","Medway",570100,161500,51.32,0.44
"ME7","Medway",577900,167600,51.37,0.55
"ME8","Medway",580900,165700,51.36,0.59
"ME9","Medway",589800,162900,51.33,0.72
"MK1","Milton Keynes",487400,234900,52.00,-0.72
"MK10","Milton Keynes",489300,238700,52.03,-0.69
"MK11","Milton Keynes",479500,240000,52.05,-0.84
"MK12","Milton Keynes",481200,240600,52.05,-0.81
"MK13","Milton Keynes",483400,240100,52.05,-0.78
"MK14","Milton Keynes",484900,240900,52.05,-0.76
"MK15","Milton Keynes",487200,240700,52.05,-0.72
"MK16","Milton Keynes",487600,244200,52.08,-0.72
"MK17","Milton Keynes",489200,233500,51.99,-0.70
"MK18","Milton Keynes",470800,231800,51.98,-0.96
"MK19","Milton Keynes",478700,242200,52.07,-0.85
"MK2","Milton Keynes",487600,233200,51.99,-0.72
"MK3","Milton Keynes",485600,233900,51.99,-0.75
"MK4","Milton Keynes",483900,234700,52.00,-0.77
"MK40","Milton Keynes",504600,250000,52.13,-0.47
"MK41","Milton Keynes",506300,251500,52.15,-0.44
"MK42","Milton Keynes",504500,248000,52.12,-0.47
"MK43","Milton Keynes",498800,247700,52.11,-0.55
"MK44","Milton Keynes",507600,256300,52.19,-0.42
"MK45","Milton Keynes",505100,237400,52.02,-0.46
"MK46","Milton Keynes",489500,251500,52.15,-0.69
"MK5","Milton Keynes",483500,236500,52.02,-0.78
"MK6","Milton Keynes",486300,237600,52.03,-0.74
"MK7","Milton Keynes",489900,236500,52.01,-0.69
"MK8","Milton Keynes",482100,238200,52.03,-0.80
"MK9","Milton Keynes",485100,238800,52.04,-0.75
"ML1","Motherwell",276200,658000,55.79,-3.97
"ML10","Motherwell",269900,644900,55.68,-4.06
"ML11","Motherwell",287700,642900,55.66,-3.78
"ML12","Motherwell",299400,631500,55.56,-3.59
"ML2","Motherwell",280100,655400,55.77,-3.91
"ML3","Motherwell",271200,654900,55.77,-4.05
"ML4","Motherwell",273400,660200,55.81,-4.02
"ML5","Motherwell",272900,664800,55.86,-4.03
"ML6","Motherwell",277200,665500,55.86,-3.96
"ML7","Motherwell",287700,661100,55.83,-3.79
"ML8","Motherwell",284400,650100,55.73,-3.84
"ML9","Motherwell",276500,649700,55.72,-3.96
"N1","London",532000,183800,51.53,-0.09
"N10","London",528600,190000,51.59,-0.14
"N11","London",528900,192200,51.61,-0.13
"N12","London",526300,192300,51.61,-0.17
"N13","London",531400,192900,51.61,-0.10
"N14","London",529500,194500,51.63,-0.12
"N15","London",532900,188800,51.58,-0.08
"N16","London",533400,186700,51.56,-0.07
"N17","London",533600,190600,51.59,-0.07
"N18","London",534000,192300,51.61,-0.06
"N19","London",529800,186800,51.56,-0.12
"N2","London",526900,189500,51.59,-0.16
"N20","London",526400,193900,51.62,-0.17
"N21","London",531600,194800,51.63,-0.09
"N22","London",530900,190700,51.59,-0.11
"N3","London",525200,190600,51.60,-0.19
"N4","London",531600,187500,51.57,-0.10
"N5","London",531900,185600,51.55,-0.09
"N6","London",528800,187500,51.57,-0.14
"N7","London",530600,185500,51.55,-0.11
"N8","London",530500,188900,51.58,-0.11
"N9","London",534500,194000,51.62,-0.05
"NE1","Newcastle upon Tyne",424900,564300,54.97,-1.61
"NE10","Newcastle upon Tyne",428600,561500,54.94,-1.55
"NE11","Newcastle upon Tyne",423600,560800,54.94,-1.63
"NE12","Newcastle upon Tyne",427600,570100,55.02,-1.56
"NE13","Newcastle upon Tyne",422700,572500,55.04,-1.64
"NE15","Newcastle upon Tyne",417900,565500,54.98,-1.72
"NE16","Newcastle upon Tyne",419800,559800,54.93,-1.69
"NE17","Newcastle upon Tyne",411800,557700,54.91,-1.81
"NE18","Newcastle upon Tyne",408900,571500,55.03,-1.86
"NE19","Newcastle upon Tyne",393900,587200,55.17,-2.09
"NE2","Newcastle upon Tyne",425300,565900,54.98,-1.60
"NE20","Newcastle upon Tyne",413700,573200,55.05,-1.78
"NE21","Newcastle upon Tyne",418000,562600,54.95,-1.71
"NE22","Newcastle upon Tyne",426500,582500,55.13,-1.58
"NE23","Newcastle upon Tyne",426700,576300,55.08,-1.58
"NE24","Newcastle upon Tyne",430600,581000,55.12,-1.52
"NE25","Newcastle upon Tyne",432800,572900,55.05,-1.48
"NE26","Newcastle upon Tyne",434700,573200,55.05,-1.45
"NE27","Newcastle upon Tyne",431300,571000,55.03,-1.51
"NE28","Newcastle upon Tyne",430800,567400,55.00,-1.51
"NE29","Newcastle upon Tyne",434300,568700,55.01,-1.46
"NE3","Newcastle upon Tyne",423500,568500,55.01,-1.63
"NE30","Newcastle upon Tyne",435800,569800,55.02,-1.44
"NE31","Newcastle upon Tyne",431300,564200,54.97,-1.51
